"","caseid","id_svv_2","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","a85","a86","a87","a88","a89","a90","a91","a92","a93","a94","a95","a96","a97","b6","b7","b11","b13","b15","b17","b19","b21","b23","b25","b26","b27","b28","b29","b30","b31","b32","b33","b34","b35","b36","b37","b38","b39","b40","b41","b42","b43","b44","b45","b46","b47","b48","b49","b50","b51","b52","b53","b54","b55","b56","b57","b58","b59","b60","b61","b62","b63","b64","b66","b67","b69","b70","b71","b72","b73","b75","b78","b81","b84","b87","b89","b91","b93","c6","c9","c12","c15","c18","c21","c24","c27","c28","c29","c30","c31","c32","c33","c34","c36","c38","c40","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c56","c57","c60","c62","c63","c65","c67","c68","c69","c72","c75","c77","c78","c80","c81","c82","c84","c86","c87","c88","c89","c90","c93","c94","day","month","origin","d5","d6","d8","d10","d11","d13","d14","d15","d16","d17","d18","d19","d20","d21","d23","d24","d25","d26","d27","d28","d29","d30","d31","d33","d34","d36","d37","d38","d40","sevev"
"1176",1431,NA,3,3,43,2,3,7,7,7,3,4,2,1,1,2,3,1,1,1,4,1,3,2,4,7,7,4,7,4,5,5,3,1,3,2,4,1,2,1,4,4,3,1,3,3,1,1,3,7,7,6,3,8,7,5,1,5,2,7,NA,8,8,6,7,6,NA,1,1,1,1,3,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,10,5,5,5,5,10,0,2,1,2,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,2,4,NA,2,3,3,2,NA,NA,2,5,30,5,9,4,NA,NA,1,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,3,NA,NA,NA,NA,8,2,1,30,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"",2,1,4,3,3,1,2,1,43,1,1,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1177",1432,774,2,3,17,2,2,8,6,9,2,3,2,1,4,1,1,2,1,2,3,4,1,2,3,7,5,5,7,2,6,6,2,1,3,2,2,3,3,1,4,2,4,2,1,3,2,4,4,8,7,9,1,9,6,7,2,7,4,8,NA,7,4,4,6,7,10,5,2,6,2,1,3,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,9,2,5,7,9,10,1,1,1,1,1,1,1,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,1,2,1,3,1,3,NA,NA,6,4,1,5,4,5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,1,4,NA,NA,NA,NA,1,3,1,30,3,1,NA,NA,NA,NA,NA,NA,1,1,15,1,"73",4,1,5,6,3,1,2,1,306,1,1,20,3,6,1,1,18,2,5,3,2,2,5,2,5,5,3,19,5,4,4,3,3,3,2,1,30,1,12,1,1,4,4,2
"1178",1433,NA,4,4,27,2,3,7,1,8,1,4,2,2,1,1,4,2,2,1,4,3,1,2,3,7,7,1,7,5,7,1,1,1,3,2,3,2,2,2,4,4,4,4,1,4,4,1,1,5,5,9,2,10,8,3,3,3,1,8,NA,10,9,3,7,5,10,3,5,3,5,1,3,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,10,10,10,0,5,3,5,2,1,1,3,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,1,3,1,2,5,NA,NA,NA,5,4,1,6,4,5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,4,1,4,2,3,NA,NA,NA,NA,8,8,8,50,3,1,NA,NA,NA,NA,NA,NA,1,1,12,2,"",1,3,NA,NA,4,1,2,1,351,1,1,20,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1179",1434,NA,2,3,20,2,3,8,6,8,1,1,2,3,4,2,2,4,1,3,1,4,2,3,1,1,7,1,7,1,7,1,1,1,2,1,1,3,3,3,4,4,4,2,2,3,2,1,2,8,8,NA,2,5,10,1,10,3,3,2,NA,8,8,4,8,2,NA,4,10,4,3,3,2,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,10,2,5,9,8,9,1,2,3,3,3,NA,1,2,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,3,3,5,NA,5,NA,NA,NA,5,6,1,6,2,2,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,NA,NA,NA,NA,NA,2,8,1,NA,2,25,NA,NA,NA,NA,NA,NA,25,25,22,1,"",2,1,NA,6,2,1,1,1,283,1,1,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1180",1435,153,2,2,19,1,3,6,3,7,2,2,2,4,4,1,3,4,1,4,3,4,1,2,3,5,7,2,6,1,4,2,1,2,2,1,3,1,2,4,1,4,3,2,2,3,2,2,3,7,7,7,2,7,7,2,5,1,1,1,NA,6,2,1,3,1,10,5,4,3,1,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,7,3,5,6,10,9,1,2,1,3,2,1,2,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,1,1,2,5,NA,3,2,NA,NA,3,5,1,2,4,4,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,2,3,NA,NA,NA,NA,1,2,1,25,1,1,NA,NA,NA,NA,NA,NA,1,31,15,2,"",2,1,5,2,2,1,1,1,94,1,1,20,3,6,1,1,15,2,2,4,2,2,4,5,5,5,3,18,4,4,2,2,2,3,1,2,25,1,15,1,1,30,3,2
"1181",1436,NA,3,3,17,4,3,1,6,2,3,3,2,3,3,2,3,3,2,2,3,2,1,4,4,7,5,4,4,4,4,4,2,2,2,3,3,1,2,2,2,3,3,3,2,2,3,3,4,5,5,5,2,10,3,8,6,6,6,6,NA,10,3,8,6,3,10,3,3,3,3,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,8,3,9,6,6,6,2,2,2,2,2,1,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,1,3,1,3,1,3,NA,NA,2,4,1,4,2,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,3,4,NA,NA,NA,NA,1,3,1,50,1,1,NA,NA,NA,NA,NA,NA,1,1,12,2,"93",3,2,5,6,3,1,1,1,199,1,1,20,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1182",1437,154,3,3,1,4,3,6,5,6,2,2,2,2,4,2,1,2,1,3,3,4,1,2,2,3,6,3,5,2,3,2,1,1,1,2,2,2,3,3,3,4,3,1,1,4,1,1,2,5,5,8,3,4,7,2,6,1,1,1,NA,4,7,1,4,1,7,1,3,1,1,3,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,8,3,6,8,9,10,2,1,1,3,2,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,3,2,1,2,3,1,NA,NA,5,5,3,6,4,5,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,2,3,NA,NA,NA,NA,1,2,1,61,1,1,NA,NA,NA,NA,NA,NA,22,22,16,1,"41",4,2,4,2,3,1,1,1,157,1,1,21,3,9,1,3,19,2,5,4,2,2,4,4,4,4,4,20,4,4,4,3,4,3,1,1,NA,1,15,1,1,30,3,2
"1183",1438,1235,5,3,1,5,3,5,3,5,3,2,1,4,4,4,4,4,2,2,1,4,3,2,7,7,1,7,7,7,7,7,3,1,3,3,4,1,1,2,3,3,2,2,3,2,4,3,4,5,3,7,2,6,4,3,5,6,7,5,NA,4,3,3,5,5,10,8,1,4,2,3,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,6,4,5,4,7,7,1,2,1,1,2,1,1,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,4,NA,2,3,4,NA,NA,NA,1,5,1,5,2,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,4,1,NA,NA,NA,NA,8,8,8,49,2,61,65,NA,NA,NA,NA,NA,51,61,8,NA,"75",NA,1,2,2,NA,1,1,1,314,1,1,21,3,1,2,NA,91,NA,1,NA,1,1,5,5,5,5,2,16,3,3,1,5,5,2,2,2,49,1,7,1,1,17,4,2
"1184",1439,558,3,3,19,2,3,7,6,8,2,2,1,3,4,3,2,2,1,4,4,2,1,3,5,7,5,4,7,6,6,4,1,2,1,2,2,1,2,3,3,4,3,3,1,3,3,2,3,7,6,9,2,7,6,5,7,3,4,4,NA,6,5,6,6,4,6,4,6,4,5,2,1,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,7,4,6,8,9,6,4,2,1,1,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,1,3,3,1,4,NA,NA,NA,4,5,1,5,2,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,4,NA,NA,NA,NA,8,8,8,23,2,1,NA,NA,NA,NA,NA,NA,2,1,14,2,"13",3,2,6,3,3,1,2,1,135,1,1,21,3,10,1,1,11,3,1,3,2,3,4,2,4,3,3,18,3,2,3,3,2,3,1,2,23,1,14,1,1,2,4,2
"1185",1440,NA,3,4,26,1,2,5,5,NA,3,4,1,2,4,4,4,4,2,1,1,3,4,2,4,7,7,NA,7,5,7,7,3,3,3,4,2,1,1,1,4,2,4,1,1,1,1,3,3,9,9,NA,3,1,5,5,1,7,9,10,NA,1,5,5,5,5,10,9,1,6,5,3,2,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,5,8,6,8,5,2,3,3,1,1,1,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,1,3,2,3,1,NA,NA,5,1,NA,1,NA,5,NA,NA,1,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,4,1,3,NA,NA,NA,NA,8,8,1,30,4,1,NA,NA,NA,NA,NA,NA,31,31,12,2,"44",2,1,3,7,3,1,4,1,68,1,1,21,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1186",1441,105,5,4,17,4,3,5,1,NA,4,4,1,3,3,4,3,4,4,3,1,2,4,3,7,7,1,7,7,7,7,3,3,1,3,4,4,NA,1,2,4,2,4,2,NA,NA,4,1,4,5,5,NA,1,1,3,5,3,7,5,9,NA,1,4,6,3,3,1,4,1,6,7,5,NA,5,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,7,3,2,8,10,6,1,NA,1,3,1,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,2,1,NA,1,NA,5,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,4,2,NA,NA,NA,NA,NA,NA,1,3,1,31,4,1,NA,NA,NA,NA,NA,NA,1,1,12,2,"Y6",4,1,4,7,1,1,4,1,68,1,1,21,3,6,1,6,55,4,6,4,1,2,2,2,4,4,4,19,4,4,4,2,4,7,4,1,31,1,12,1,1,30,3,2
"1187",1442,824,3,4,25,4,3,7,7,7,4,3,3,3,3,3,4,3,2,2,1,4,3,2,4,6,6,6,7,1,6,7,3,1,3,2,3,1,1,1,3,2,3,3,2,3,3,4,3,7,7,7,3,7,3,7,5,6,7,3,NA,3,1,5,6,1,6,5,6,5,4,1,2,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,5,6,2,6,6,2,2,1,1,2,1,3,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,NA,2,1,2,1,2,3,NA,NA,3,5,1,5,2,5,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,4,1,3,NA,NA,NA,NA,2,2,8,26,2,1,NA,NA,NA,NA,NA,NA,63,63,12,2,"Y5",3,2,5,3,3,1,2,1,206,1,1,21,3,7,1,18,54,2,1,4,2,2,2,3,4,4,4,18,4,3,3,4,4,3,2,2,26,1,12,1,1,4,4,2
"1188",1443,106,3,3,21,3,3,5,5,5,3,3,2,3,2,2,3,3,2,2,1,3,2,4,3,6,6,3,6,3,5,3,1,1,2,3,2,1,2,2,4,3,2,3,2,2,2,3,3,5,5,5,2,1,1,10,1,1,1,1,NA,1,5,5,5,5,5,6,2,6,6,2,3,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,10,5,5,5,6,4,1,2,1,1,2,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,1,3,1,3,1,3,NA,NA,2,4,1,5,1,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,4,2,NA,NA,NA,NA,8,8,1,65,1,66,NA,NA,NA,NA,NA,NA,66,66,12,2,"Y3",3,1,3,2,4,1,2,1,360,1,1,21,3,2,1,2,18,4,6,3,1,4,2,4,4,4,4,18,4,4,4,4,4,3,2,NA,65,1,12,1,1,30,3,2
"1189",1445,NA,3,2,43,4,3,6,5,6,2,4,1,4,4,3,3,2,3,1,1,4,3,2,3,6,1,7,7,7,7,3,3,1,3,4,5,2,2,3,3,4,3,1,1,4,1,1,2,5,6,8,3,4,7,2,6,1,2,1,NA,4,7,1,4,1,7,1,3,1,1,3,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,10,10,7,6,7,5,1,1,1,1,2,1,3,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,2,3,2,3,2,3,2,NA,NA,4,5,1,5,9,5,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,4,3,NA,NA,NA,NA,1,2,1,60,1,66,49,NA,NA,NA,NA,NA,66,66,NA,2,"16",NA,3,NA,NA,3,1,1,1,314,1,1,21,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1190",1446,931,3,3,2,2,3,5,2,7,2,2,1,1,3,3,3,3,1,2,3,1,4,2,1,1,3,1,7,4,6,1,1,1,2,2,2,3,2,2,2,4,1,1,1,3,2,1,4,7,8,8,3,5,8,2,9,4,4,2,NA,5,5,5,8,3,6,4,7,4,3,3,2,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,4,5,7,8,8,1,2,1,1,3,1,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,4,NA,5,NA,2,1,NA,NA,6,5,3,5,4,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,4,3,NA,NA,NA,NA,1,3,1,23,2,1,NA,NA,NA,NA,NA,NA,26,28,16,2,"Y5",2,1,4,2,2,1,1,1,135,1,1,21,3,9,1,8,15,3,1,2,2,3,3,4,5,5,5,20,5,5,3,4,3,3,2,1,23,1,17,1,1,5,4,2
"1191",1447,783,5,4,26,5,5,6,5,6,1,2,1,2,1,3,2,4,3,1,3,4,1,2,1,7,7,2,7,1,6,1,1,1,3,1,3,2,1,4,4,4,3,2,3,3,4,1,3,5,8,3,2,1,10,1,9,1,1,1,NA,1,9,1,9,1,1,1,8,1,1,3,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,10,0,7,10,10,10,2,2,1,1,2,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,3,2,5,NA,3,NA,NA,NA,7,6,30,2,9,5,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,2,3,NA,NA,NA,NA,2,3,1,55,1,1,NA,NA,NA,NA,NA,NA,2,25,18,1,"15",4,1,5,4,3,1,1,2,135,1,1,21,3,10,1,3,15,3,6,4,1,3,4,1,5,4,5,18,5,4,5,1,1,3,1,1,55,1,18,2,1,4,4,2
"1192",1448,784,5,4,20,5,3,6,3,NA,4,4,2,4,3,4,4,4,3,4,1,2,4,3,5,1,1,3,1,1,7,7,3,1,3,2,4,1,1,1,1,1,4,4,1,4,4,2,4,8,8,NA,1,5,5,5,3,2,5,9,NA,1,5,1,5,9,5,5,5,2,5,3,1,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,0,0,0,5,10,7,8,2,3,3,1,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,5,NA,3,NA,5,NA,NA,NA,5,4,19,1,NA,5,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,5,2,4,3,1,NA,NA,NA,NA,8,8,8,20,3,1,NA,NA,NA,NA,NA,NA,1,25,14,1,"42",5,2,3,2,NA,1,4,2,68,1,1,21,3,6,1,6,NA,2,1,4,2,5,3,5,5,5,2,18,4,5,5,2,1,3,NA,2,20,1,14,2,1,4,4,2
"1193",1449,478,3,2,1,2,3,3,5,2,3,3,1,3,2,3,4,3,2,2,4,3,2,1,4,5,3,3,6,3,4,6,1,1,3,2,3,1,2,3,1,3,2,2,2,2,3,1,3,5,7,4,2,9,1,3,1,2,6,1,NA,8,2,4,5,1,9,7,1,1,3,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,6,1,5,9,9,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,4,3,4,6,12,5,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,1,3,NA,NA,NA,NA,8,8,1,70,NA,17,93,1,3,1,1,NA,17,17,15,1,"Y3",4,5,2,2,3,1,1,2,360,3,1,22,3,3,1,1,22,3,5,4,1,3,4,1,3,3,5,20,4,3,4,5,4,2,2,2,70,1,16,2,3,2,4,2
"1194",1451,483,3,3,14,4,4,4,5,5,2,3,3,2,2,3,4,3,1,2,4,3,1,2,4,3,2,5,6,2,4,3,3,1,3,2,2,1,2,3,3,4,2,3,2,3,3,3,3,6,8,6,3,2,2,1,3,2,9,1,NA,4,1,1,4,1,10,8,1,1,2,3,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,2,5,9,8,7,1,2,1,3,3,1,3,1,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,5,NA,2,3,5,NA,NA,NA,4,4,4,NA,13,4,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,1,4,3,NA,NA,NA,NA,8,8,1,62,2,90,90,1,22,1,3,3,90,90,12,2,"Y3",NA,NA,3,2,3,1,1,2,351,3,1,22,3,3,1,1,36,2,6,3,2,4,4,2,5,4,5,20,4,4,3,5,4,2,2,1,62,1,12,2,3,2,4,2
"1195",1452,552,3,2,17,3,3,4,5,6,3,2,2,3,2,3,3,3,2,2,3,4,1,2,4,6,4,2,7,2,4,5,2,2,3,2,4,1,2,3,4,2,2,4,2,3,3,3,3,3,3,3,2,4,3,3,NA,NA,8,NA,NA,4,3,3,2,2,9,6,NA,NA,3,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,4,5,6,7,8,NA,2,1,1,3,1,1,1,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,5,NA,2,3,5,NA,NA,NA,4,4,4,6,12,5,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,1,3,NA,NA,NA,NA,8,8,8,82,NA,16,96,1,NA,1,NA,2,16,16,16,1,"Y3",4,5,2,2,4,1,1,2,360,3,1,22,3,3,2,NA,36,2,1,4,1,3,3,4,5,4,3,18,3,3,4,5,3,2,3,2,82,1,16,2,3,2,4,2
"1196",1453,474,3,4,1,2,1,4,4,4,4,4,1,3,3,4,4,3,2,1,3,4,1,2,7,5,5,7,4,5,4,5,1,3,3,2,2,2,1,4,2,4,3,1,2,1,4,1,4,7,7,7,3,7,1,4,1,5,8,5,NA,6,1,7,1,4,8,9,2,NA,4,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,6,3,5,NA,9,8,2,2,1,1,2,1,1,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,4,3,2,3,NA,NA,NA,NA,2,1,NA,5,2,5,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,4,NA,NA,NA,NA,NA,NA,1,2,1,55,1,16,91,1,2,10,1,3,16,16,17,1,"13",NA,3,3,2,3,5,1,2,351,3,1,22,3,3,1,4,24,3,6,3,1,2,2,5,4,2,3,17,4,5,2,3,3,2,2,2,57,3,17,2,3,2,4,2
"1197",1454,482,4,4,1,3,3,5,5,4,3,1,1,4,1,3,3,4,2,1,4,3,2,1,7,7,3,3,7,2,7,1,2,2,2,2,4,1,1,2,1,2,4,1,4,1,4,1,4,4,4,4,2,1,1,4,1,4,5,2,NA,1,1,5,5,5,5,5,3,5,6,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,8,5,4,1,5,8,4,2,1,3,3,1,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,3,2,4,6,3,5,NA,NA,2,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,8,8,8,57,1,16,93,1,2,1,1,2,16,16,17,1,"16",5,3,3,2,2,1,1,2,392,3,1,22,3,3,1,5,57,3,2,3,2,4,4,4,2,5,3,19,4,4,3,4,5,2,4,2,57,1,16,2,3,2,4,2
"1198",1456,477,3,3,25,2,5,1,1,9,3,3,1,4,4,4,4,2,1,1,4,3,2,1,1,7,7,1,7,7,7,7,1,2,2,4,1,4,1,2,4,4,4,1,1,4,4,2,2,1,1,3,3,10,1,NA,NA,NA,NA,NA,NA,1,1,10,5,NA,10,NA,NA,NA,10,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,5,NA,NA,NA,NA,2,1,1,NA,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,5,NA,2,NA,2,NA,NA,NA,NA,1,24,5,2,5,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,8,3,8,56,2,20,81,NA,10,11,3,1,20,20,10,NA,"",NA,1,2,2,4,1,1,2,351,3,1,22,3,3,2,NA,53,4,6,3,1,4,2,4,5,5,4,18,4,5,4,5,3,2,3,1,56,3,10,2,3,2,4,2
